"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Cabo Verde","CPV","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0812324929972","","2.55163246117433","1.72627490065294","2.09728993665576","2.47345771961874","9.02462798102541","","","","22.0753520720859","2.41160238721684","1.4501006462549","3.28916220256303","3.28578892850923","2.85829751276682","2.13417955981695","2.86175013149517","2.45792234486993","","","4.7683","2.2036","1.2325","1.839","1.9255","1.6505","1.5927","1.5828","1.9582","","",
"Caribbean small states","CSS","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10658124635993","0.632602416500549","0.804450596808316","2.04140969162996","1.81523704155712","0.500486242767753","2.81858508200852","0.560605235944048","","","","","","","","","","2.56550600763653","","","","","","","0.3168","0.4058","0.2251","","","","",
"Cuba","CUB","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","3.51515151515151","0.880503144654088","1.12426035502959","0.420168067226891","0.111604200536052","0.12660057518529","","","0.1584","","","0.1005","0.9181","0.2018","","","","",
"Cyprus","CYP","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.4733018030675","25.8803684360019","22.463892397655","17.1516437543761","10.8643167551907","15.7430642199263","14.7618689715646","1.95844597644353","1.40436616224262","4.86183330857228","3.21956790819625","2.44924367339405","1.683","1.3074","0.8305","0.5069","0.708","","",
"Czechia","CZE","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6431525735294","25.1031376867573","29.8820880784962","44.4247303149192","52.8088371108364","45.3051974011556","37.1710858902024","68.232308929876","42.3074563502288","57.7422616383769","56.5420599920169","66.972886458699","98.4344333509811","64.857265134669","54.8350032845672","78.9020919111222","","","","","","","","","","19.1355","14.5577","15.89","13.3762","19.6298","","",
"Germany","DEU","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","20.418281523983","19.7846470931815","20.2331357381969","22.468188586533","18.6665758185711","19.7286729664521","21.8930968573446","21.4570400626049","37.2709531803732","34.3348071034452","48.0180507677","58.9228152659965","194.269179452785","137.651004292951","95.3112511996288","152.678111820868","118.069419028402","130.847063254639","119.896139933094","120.936093239005","100.478196340492","22.5351129829057","119.750635199585","134.22239959749","91.3645935336395","143.849376493794","121.395037249076","127.075813984663","94.2776442582156","98.8934755785224","107.148285217713","119.127171548323","154.609541634429","377.247978157136","138.336136058434","104.541995855759","132.849649425121","84.0969498245126","67.796476212003","72.9961626516461","84.1947008652504","74.927518390541","63.5776498444868","92.847945","64.9567612","80.371348","60.974171","68.4074947","","",
"Djibouti","DJI","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","1.31707638311313","1.35415538203848","1.02510674708524","1.20751542016668","1.2118164143414","0.984288546640953","0.922307762095468","1.00661458671456","1.59164535379369","2.10092117921482","9.97275496759809","11.8413686170066","10.548255608439","18.5995638283271","34.8005927808717","30.4487424","22.4066305743149","46.8002413146725","50.1544196473177","54.8766863964745","46.6124078962768","47.5652511564565","46.7738626181872","67.8969851777205","57.0147391670144","80.4068176826332","77.5449788890781","42.3556287456904","36.0712296252841","45.0545943646995","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","8.81974633960747","13.2162359217677","11.1460070912632","9.93217252844568","7.86341372820419","20.8791419509691","10.8570702396143","16.6417776219273","40.496222849232","30.363052279305","61.9421995049458","29.8643845766745","28.8387863583693","33.704578501067","12.6938353838477","58.3579469431298","38.508002748743","39.6519652115155","47.6783192197343","31.6740448634731","35.8973506707182","43.3167886503111","85.9232921691815","68.568186943542","75.85782297397","121.383314851794","192.355343684951","184.680503478184","169.610190038881","156.180019684634","107.038923554102","152.413228677724","160.820152969553","402.805966336538","216.400064295196","168.39074366473","173.517874910811","177.327496630542","224.802555897888","249.972098183134","250.680338667612","","",
